,length,pos,sent_id,stem,word
170,8,NN,4,distanc,distance
171,2,IN,4,of,of
172,6,NN,4,hawaii,hawaii
173,4,IN,4,from,from
174,5,NN,4,japan,japan
175,5,VBZ,4,make,makes
176,2,PRP,4,it,it
177,7,JJ,4,obviou,obvious
178,4,IN,4,that,that
179,3,DT,4,the,the
180,6,NN,4,attack,attack
181,3,VBD,4,wa,was
182,12,RB,4,deliber,deliberately
183,7,VBN,4,plan,planned
184,4,JJ,4,mani,many
185,4,NNS,4,day,days
186,2,CC,4,or,or
187,4,RB,4,even,even
188,5,NNS,4,week,weeks
189,3,RB,4,ago,ago
190,1,.,4,.,.
191,6,IN,5,dure,during
192,3,DT,5,the,the
193,11,VBG,5,interven,intervening
194,4,NN,5,time,time
195,1,",",5,",",","
196,3,DT,5,the,the
197,8,JJ,5,japanes,japanese
198,10,NN,5,govern,government
199,3,VBZ,5,ha,has
200,12,RB,5,deliber,deliberately
201,6,NN,5,sought,sought
202,2,TO,5,to,to
203,7,NN,5,deceiv,deceive
204,3,DT,5,the,the
205,6,JJ,5,unit,united
206,6,NNS,5,state,states
207,2,IN,5,by,by
208,5,JJ,5,fals,false
209,10,NNS,5,statement,statements
210,3,CC,5,and,and
211,11,NNS,5,express,expressions
212,2,IN,5,of,of
213,4,NN,5,hope,hope
214,3,IN,5,for,for
215,9,JJ,5,continu,continued
216,5,NN,5,peac,peace
217,1,.,5,.,.
218,3,DT,6,the,the
219,6,NN,6,attack,attack
220,9,NN,6,yesterday,yesterday
221,2,IN,6,on,on
222,3,DT,6,the,the
223,8,JJ,6,hawaiian,hawaiian
224,7,NNS,6,island,islands
225,3,VBZ,6,ha,has
226,6,VBN,6,caus,caused
227,6,JJ,6,sever,severe
228,6,NN,6,damag,damage
229,2,TO,6,to,to
230,8,JJ,6,american,american
231,5,NN,6,naval,naval
232,3,CC,6,and,and
233,8,JJ,6,militari,military
234,6,NNS,6,forc,forces
235,1,.,6,.,.
236,1,NN,7,i,i
237,6,NN,7,regret,regret
238,2,TO,7,to,to
239,4,NN,7,tell,tell
240,3,PRP,7,you,you
241,4,IN,7,that,that
242,4,RB,7,veri,very
243,4,JJ,7,mani,many
244,8,JJ,7,american,american
245,5,NNS,7,live,lives
246,4,VB,7,have,have
247,4,VBN,7,been,been
248,4,VBN,7,lost,lost
249,1,.,7,.,.
250,2,IN,8,in,in
251,8,NN,8,addit,addition
252,1,",",8,",",","
253,8,JJ,8,american,american
254,5,NNS,8,ship,ships
255,4,VB,8,have,have
256,4,VBN,8,been,been
257,8,VBD,8,report,reported
258,9,NN,8,torpedo,torpedoed
259,2,IN,8,on,on
260,3,DT,8,the,the
261,4,JJ,8,high,high
262,4,NNS,8,sea,seas
263,7,IN,8,between,between
264,3,NN,8,san,san
265,9,NN,8,francisco,francisco
266,3,CC,8,and,and
267,8,NN,8,honolulu,honolulu
268,1,.,8,.,.
269,9,NN,9,yesterday,yesterday
270,1,",",9,",",","
271,3,DT,9,the,the
272,8,JJ,9,japanes,japanese
273,10,NN,9,govern,government
274,4,RB,9,also,also
275,8,VBN,9,launch,launched
276,2,DT,9,an,an
277,6,NN,9,attack,attack
278,7,IN,9,against,against
279,6,NN,9,malaya,malaya
280,1,.,9,.,.
281,4,JJ,10,last,last
282,5,NN,10,night,night
283,1,",",10,",",","
284,8,JJ,10,japanes,japanese
285,6,NNS,10,forc,forces
286,8,VBN,10,attack,attacked
287,4,NN,10,hong,hong
288,4,NN,10,kong,kong
289,1,.,10,.,.
290,4,JJ,11,last,last
291,5,NN,11,night,night
292,1,",",11,",",","
293,8,JJ,11,japanes,japanese
294,6,NNS,11,forc,forces
295,8,VBN,11,attack,attacked
296,4,NN,11,guam,guam
297,1,.,11,.,.
298,4,JJ,12,last,last
299,5,NN,12,night,night
300,1,",",12,",",","
301,8,JJ,12,japanes,japanese
302,6,NNS,12,forc,forces
303,8,VBN,12,attack,attacked
304,3,DT,12,the,the
305,10,NN,12,philippin,philippine
306,7,NNS,12,island,islands
307,1,.,12,.,.
308,4,JJ,13,last,last
309,5,NN,13,night,night
310,1,",",13,",",","
311,3,DT,13,the,the
312,8,JJ,13,japanes,japanese
313,8,VBN,13,attack,attacked
314,4,NN,13,wake,wake
315,6,NN,13,island,island
316,1,.,13,.,.
317,3,CC,14,and,and
318,4,DT,14,thi,this
319,7,NN,14,morn,morning
320,1,",",14,",",","
321,3,DT,14,the,the
322,8,JJ,14,japanes,japanese
323,8,VBN,14,attack,attacked
324,6,NN,14,midway,midway
325,6,NN,14,island,island
326,1,.,14,.,.
327,5,NN,15,japan,japan
328,3,VBZ,15,ha,has
329,1,",",15,",",","
330,9,RB,15,therefor,therefore
331,1,",",15,",",","
332,10,JJ,15,undertaken,undertaken
333,1,DT,15,a,a
334,8,NN,15,surpris,surprise
335,9,JJ,15,offens,offensive
336,9,VBG,15,extend,extending
337,10,IN,15,throughout,throughout
338,3,DT,15,the,the
339,7,NN,15,pacif,pacific
340,4,NN,15,area,area
341,1,.,15,.,.
342,3,DT,16,the,the
343,5,NNS,16,fact,facts
344,2,IN,16,of,of
345,9,NN,16,yesterday,yesterday
346,3,CC,16,and,and
347,5,NN,16,today,today
348,5,NN,16,speak,speak
349,3,IN,16,for,for
350,10,PRP,16,themselv,themselves
351,1,.,16,.,.
352,3,DT,17,the,the
353,6,NNS,17,peopl,people
354,2,IN,17,of,of
355,3,DT,17,the,the
356,6,JJ,17,unit,united
357,6,NNS,17,state,states
358,4,VB,17,have,have
359,7,RB,17,alreadi,already
360,6,VBN,17,form,formed
361,5,PRP$,17,their,their
362,8,NNS,17,opinion,opinions
363,3,CC,17,and,and
364,4,RB,17,well,well
365,10,NN,17,understand,understand
366,3,DT,17,the,the
367,12,NNS,17,implic,implications
368,2,TO,17,to,to
369,3,DT,17,the,the
370,4,RB,17,veri,very
371,4,NN,17,life,life
372,3,CC,17,and,and
373,6,NN,17,safeti,safety
374,2,IN,17,of,of
375,3,PRP$,17,our,our
376,6,NN,17,nation,nation
377,1,.,17,.,.
378,2,IN,18,as,as
379,9,NN,18,command,commander
380,2,IN,18,in,in
381,5,NN,18,chief,chief
382,2,IN,18,of,of
383,3,DT,18,the,the
384,4,NN,18,armi,army
385,3,CC,18,and,and
386,4,NNS,18,navi,navy
387,1,",",18,",",","
388,1,NN,18,i,i
389,4,VB,18,have,have
390,8,VBN,18,direct,directed
391,4,IN,18,that,that
392,3,DT,18,all,all
393,8,NNS,18,measur,measures
394,2,VB,18,be,be
395,5,VBN,18,taken,taken
396,3,IN,18,for,for
397,3,PRP$,18,our,our
398,7,NN,18,defens,defense
399,1,.,18,.,.
400,3,CC,19,but,but
401,6,RB,19,alway,always
402,4,MD,19,will,will
403,3,PRP$,19,our,our
404,5,JJ,19,whole,whole
405,6,NN,19,nation,nation
406,8,VB,19,rememb,remember
407,3,DT,19,the,the
408,9,NN,19,charact,character
409,2,IN,19,of,of
410,3,DT,19,the,the
411,9,NN,19,onslaught,onslaught
412,7,IN,19,against,against
413,2,PRP,19,us,us
414,1,.,19,.,.
415,2,DT,20,no,no
416,6,NN,20,matter,matter
417,3,WRB,20,how,how
418,4,RB,20,long,long
419,2,PRP,20,it,it
420,3,MD,20,may,may
421,4,VB,20,take,take
422,2,PRP,20,us,us
423,2,TO,20,to,to
424,8,NN,20,overcom,overcome
425,4,DT,20,thi,this
426,12,VBN,20,premedit,premeditated
427,8,NN,20,invas,invasion
428,1,",",20,",",","
429,3,DT,20,the,the
430,8,JJ,20,american,american
431,6,NNS,20,peopl,people
432,2,IN,20,in,in
433,5,PRP$,20,their,their
434,9,JJ,20,righteou,righteous
435,5,MD,20,might,might
436,4,MD,20,will,will
437,3,NN,20,win,win
438,7,IN,20,through,through
439,2,TO,20,to,to
440,8,NN,20,absolut,absolute
441,7,NN,20,victori,victory
442,1,.,20,.,.
443,1,NN,21,i,i
444,7,VB,21,believ,believe
445,4,IN,21,that,that
446,1,NN,21,i,i
447,9,NN,21,interpret,interpret
448,3,DT,21,the,the
449,4,MD,21,will,will
450,2,IN,21,of,of
451,3,DT,21,the,the
452,8,NN,21,congress,congress
453,3,CC,21,and,and
454,2,IN,21,of,of
455,3,DT,21,the,the
456,6,NNS,21,peopl,people
457,4,WRB,21,when,when
458,1,NN,21,i,i
459,6,NN,21,assert,assert
460,4,IN,21,that,that
461,2,PRP,21,we,we
462,4,MD,21,will,will
463,3,RB,21,not,not
464,4,RB,21,onli,only
465,6,NN,21,defend,defend
466,9,NNS,21,ourselv,ourselves
467,2,TO,21,to,to
468,3,DT,21,the,the
469,9,NN,21,uttermost,uttermost
470,1,",",21,",",","
471,3,CC,21,but,but
472,4,MD,21,will,will
473,4,VB,21,make,make
474,2,PRP,21,it,it
475,4,RB,21,veri,very
476,7,JJ,21,certain,certain
477,4,IN,21,that,that
478,4,DT,21,thi,this
479,4,NN,21,form,form
480,2,IN,21,of,of
481,9,NN,21,treacheri,treachery
482,5,MD,21,shall,shall
483,5,RB,21,never,never
484,5,RB,21,again,again
485,8,NN,21,endang,endanger
486,2,PRP,21,us,us
487,1,.,21,.,.
488,11,NNS,22,hostil,hostilities
489,5,NN,22,exist,exist
490,1,.,22,.,.
491,5,RB,23,there,there
492,2,VBZ,23,is,is
493,2,DT,23,no,no
494,8,NN,23,blink,blinking
495,2,IN,23,at,at
496,3,DT,23,the,the
497,4,NN,23,fact,fact
498,4,IN,23,that,that
499,3,PRP$,23,our,our
500,6,NNS,23,peopl,people
501,1,",",23,",",","
502,3,PRP$,23,our,our
503,9,NN,23,territori,territory
504,1,",",23,",",","
505,3,CC,23,and,and
506,3,PRP$,23,our,our
507,9,NNS,23,interest,interests
508,3,VBP,23,are,are
509,2,IN,23,in,in
510,5,NN,23,grave,grave
511,6,NN,23,danger,danger
512,1,.,23,.,.
513,4,IN,24,with,with
514,10,NN,24,confid,confidence
515,2,IN,24,in,in
516,3,PRP$,24,our,our
517,5,VBN,24,arm,armed
518,6,NNS,24,forc,forces
519,1,",",24,",",","
520,4,IN,24,with,with
521,3,DT,24,the,the
522,10,VBG,24,unbound,unbounding
523,13,NN,24,determin,determination
524,2,IN,24,of,of
525,3,PRP$,24,our,our
526,6,NNS,24,peopl,people
527,1,",",24,",",","
528,2,PRP,24,we,we
529,4,MD,24,will,will
530,4,NN,24,gain,gain
531,3,DT,24,the,the
532,10,JJ,24,inevit,inevitable
533,7,NN,24,triumph,triumph
534,2,:,24,--,--
535,2,RB,24,so,so
536,4,NN,24,help,help
537,2,PRP,24,us,us
538,3,NN,24,god,god
539,1,.,24,.,.
540,1,NN,25,i,i
541,3,NN,25,ask,ask
542,4,IN,25,that,that
543,3,DT,25,the,the
544,8,NN,25,congress,congress
545,7,NN,25,declar,declare
546,4,IN,25,that,that
547,5,IN,25,sinc,since
548,3,DT,25,the,the
549,10,JJ,25,unprovok,unprovoked
550,3,CC,25,and,and
551,9,RB,25,dastardli,dastardly
552,6,NN,25,attack,attack
553,2,IN,25,by,by
554,5,NN,25,japan,japan
555,2,IN,25,on,on
556,6,NN,25,sunday,sunday
557,1,",",25,",",","
558,8,NN,25,decemb,december
559,3,NNS,25,7th,7th
560,1,",",25,",",","
561,4,CD,25,1941,1941
562,1,",",25,",",","
563,1,DT,25,a,a
564,5,NN,25,state,state
565,2,IN,25,of,of
566,3,NN,25,war,war
567,3,VBZ,25,ha,has
568,7,VBN,25,exist,existed
569,7,IN,25,between,between
570,3,DT,25,the,the
571,6,JJ,25,unit,united
572,6,NNS,25,state,states
573,3,CC,25,and,and
574,3,DT,25,the,the
575,8,JJ,25,japanes,japanese
576,6,NN,25,empir,empire
577,1,.,25,.,.
