,length,pos,sent_id,stem,word
192,6,NNS,4,issu,issues
193,2,IN,4,in,in
194,4,DT,4,thi,this
195,8,NN,4,campaign,campaign
196,4,VB,4,have,have
197,4,VBN,4,been,been
198,8,VBN,4,obscur,obscured
199,2,:,4,--,--
200,7,RB,4,perhap,perhaps
201,12,RB,4,deliber,deliberately
202,1,",",4,",",","
203,2,IN,4,in,in
204,4,DT,4,some,some
205,8,NNS,4,quarter,quarters
206,4,RBR,4,less,less
207,11,JJ,4,respons,responsible
208,4,IN,4,than,than
209,4,DT,4,thi,this
210,1,.,4,.,.
211,2,RB,5,so,so
212,2,PRP,5,it,it
213,2,VBZ,5,is,is
214,10,RB,5,appar,apparently
215,9,JJ,5,necessari,necessary
216,3,IN,5,for,for
217,2,PRP,5,me,me
218,2,TO,5,to,to
219,5,NN,5,state,state
220,4,RB,5,onc,once
221,5,RB,5,again,again
222,2,:,5,--,--
223,3,RB,5,not,not
224,4,WP,5,what,what
225,4,NN,5,kind,kind
226,2,IN,5,of,of
227,6,NN,5,church,church
228,1,NN,5,i,i
229,7,VB,5,believ,believe
230,2,IN,5,in,in
231,1,",",5,",",","
232,3,IN,5,for,for
233,4,IN,5,that,that
234,6,MD,5,should,should
235,2,VB,5,be,be
236,9,JJ,5,import,important
237,4,RB,5,onli,only
238,2,TO,5,to,to
239,2,PRP,5,me,me
240,2,:,5,--,--
241,3,CC,5,but,but
242,4,WP,5,what,what
243,4,NN,5,kind,kind
244,2,IN,5,of,of
245,7,NN,5,america,america
246,1,NN,5,i,i
247,7,VB,5,believ,believe
248,2,IN,5,in,in
249,1,.,5,.,.
250,1,NN,6,i,i
251,7,VB,6,believ,believe
252,2,IN,6,in,in
253,2,DT,6,an,an
254,7,NN,6,america,america
255,5,WRB,6,where,where
256,3,DT,6,the,the
257,10,NN,6,separ,separation
258,2,IN,6,of,of
259,6,NN,6,church,church
260,3,CC,6,and,and
261,5,NN,6,state,state
262,2,VBZ,6,is,is
263,8,NN,6,absolut,absolute
264,1,:,6,;,;
265,5,WRB,6,where,where
266,2,DT,6,no,no
267,8,NN,6,cathol,catholic
268,7,NN,6,prelat,prelate
269,5,MD,6,would,would
270,4,NN,6,tell,tell
271,3,DT,6,the,the
272,9,NN,6,presid,president
273,2,:,6,--,--
274,6,MD,6,should,should
275,2,PRP,6,he,he
276,2,VB,6,be,be
277,8,NN,6,cathol,catholic
278,2,:,6,--,--
279,3,WRB,6,how,how
280,2,TO,6,to,to
281,3,NN,6,act,act
282,1,",",6,",",","
283,3,CC,6,and,and
284,2,DT,6,no,no
285,10,NN,6,protest,protestant
286,8,NN,6,minist,minister
287,5,MD,6,would,would
288,4,NN,6,tell,tell
289,3,PRP$,6,hi,his
290,12,NNS,6,parishion,parishioners
291,3,IN,6,for,for
292,4,WP,6,whom,whom
293,2,TO,6,to,to
294,4,NN,6,vote,vote
295,1,:,6,;,;
296,5,WRB,6,where,where
297,2,DT,6,no,no
298,6,NN,6,church,church
299,2,CC,6,or,or
300,6,NN,6,church,church
301,6,NN,6,school,school
302,2,VBZ,6,is,is
303,7,VBN,6,grant,granted
304,3,DT,6,ani,any
305,6,NN,6,public,public
306,5,NNS,6,fund,funds
307,2,CC,6,or,or
308,9,JJ,6,polit,political
309,10,NN,6,prefer,preference
310,1,",",6,",",","
311,3,CC,6,and,and
312,5,WRB,6,where,where
313,2,DT,6,no,no
314,3,NN,6,man,man
315,2,VBZ,6,is,is
316,6,VBD,6,deni,denied
317,6,NN,6,public,public
318,6,NN,6,offic,office
319,6,RB,6,mere,merely
320,7,IN,6,becaus,because
321,3,PRP$,6,hi,his
322,8,NN,6,religion,religion
323,7,NNS,6,differ,differs
324,4,IN,6,from,from
325,3,DT,6,the,the
326,9,NN,6,presid,president
327,3,WP,6,who,who
328,5,MD,6,might,might
329,7,NN,6,appoint,appoint
330,3,PRP,6,him,him
331,1,",",6,",",","
332,2,CC,6,or,or
333,3,DT,6,the,the
334,6,NNS,6,peopl,people
335,3,WP,6,who,who
336,5,MD,6,might,might
337,5,NN,6,elect,elect
338,3,PRP,6,him,him
339,1,.,6,.,.
340,1,NN,7,i,i
341,7,VB,7,believ,believe
342,2,IN,7,in,in
343,2,DT,7,an,an
344,7,NN,7,america,america
345,4,IN,7,that,that
346,2,VBZ,7,is,is
347,10,RB,7,offici,officially
348,7,DT,7,neither,neither
349,8,NN,7,cathol,catholic
350,1,",",7,",",","
351,10,NN,7,protest,protestant
352,3,CC,7,nor,nor
353,6,NN,7,jewish,jewish
354,1,:,7,;,;
355,5,WRB,7,where,where
356,2,DT,7,no,no
357,6,NN,7,public,public
358,8,NN,7,offici,official
359,6,DT,7,either,either
360,8,NNS,7,request,requests
361,2,CC,7,or,or
362,6,NN,7,accept,accept
363,12,NNS,7,instruct,instructions
364,2,IN,7,on,on
365,6,NN,7,public,public
366,6,NN,7,polici,policy
367,4,IN,7,from,from
368,3,DT,7,the,the
369,4,NN,7,pope,pope
370,1,",",7,",",","
371,3,DT,7,the,the
372,8,JJ,7,nation,national
373,7,NN,7,council,council
374,2,IN,7,of,of
375,8,NNS,7,church,churches
376,2,CC,7,or,or
377,3,DT,7,ani,any
378,5,JJ,7,other,other
379,14,JJ,7,ecclesiast,ecclesiastical
380,6,NN,7,sourc,source
381,1,:,7,;,;
382,5,WRB,7,where,where
383,2,DT,7,no,no
384,9,JJ,7,religi,religious
385,4,NN,7,bodi,body
386,5,NN,7,seek,seeks
387,2,TO,7,to,to
388,6,VB,7,impos,impose
389,3,PRP$,7,it,its
390,4,MD,7,will,will
391,8,RB,7,directli,directly
392,2,CC,7,or,or
393,10,RB,7,indirectli,indirectly
394,4,IN,7,upon,upon
395,3,DT,7,the,the
396,7,JJ,7,gener,general
397,8,NN,7,populac,populace
398,2,CC,7,or,or
399,3,DT,7,the,the
400,6,NN,7,public,public
401,4,NNS,7,act,acts
402,2,IN,7,of,of
403,3,PRP$,7,it,its
404,9,NNS,7,offici,officials
405,1,",",7,",",","
406,3,CC,7,and,and
407,5,WRB,7,where,where
408,9,JJ,7,religi,religious
409,7,NN,7,liberti,liberty
410,2,VBZ,7,is,is
411,2,RB,7,so,so
412,11,JJ,7,indivis,indivisible
413,4,IN,7,that,that
414,2,DT,7,an,an
415,3,NN,7,act,act
416,7,IN,7,against,against
417,3,CD,7,one,one
418,6,NN,7,church,church
419,2,VBZ,7,is,is
420,7,VBN,7,treat,treated
421,2,IN,7,as,as
422,2,DT,7,an,an
423,3,NN,7,act,act
424,7,IN,7,against,against
425,3,DT,7,all,all
426,1,.,7,.,.
427,3,IN,8,for,for
428,5,IN,8,while,while
429,4,DT,8,thi,this
430,4,NN,8,year,year
431,2,PRP,8,it,it
432,3,MD,8,may,may
433,2,VB,8,be,be
434,1,DT,8,a,a
435,8,NN,8,cathol,catholic
436,7,IN,8,against,against
437,4,WP,8,whom,whom
438,3,DT,8,the,the
439,6,NN,8,finger,finger
440,2,IN,8,of,of
441,9,NN,8,suspicion,suspicion
442,2,VBZ,8,is,is
443,7,VBN,8,point,pointed
444,1,",",8,",",","
445,2,IN,8,in,in
446,5,JJ,8,other,other
447,5,NNS,8,year,years
448,2,PRP,8,it,it
449,3,VBZ,8,ha,has
450,4,VBN,8,been,been
451,2,:,8,--,--
452,3,CC,8,and,and
453,3,MD,8,may,may
454,7,NN,8,someday,someday
455,2,VB,8,be,be
456,5,RB,8,again,again
457,2,:,8,--,--
458,1,DT,8,a,a
459,3,NN,8,jew,jew
460,1,",",8,",",","
461,2,CC,8,or,or
462,1,DT,8,a,a
463,6,NN,8,quaker,quaker
464,1,",",8,",",","
465,2,CC,8,or,or
466,1,DT,8,a,a
467,9,JJ,8,unitarian,unitarian
468,1,",",8,",",","
469,2,CC,8,or,or
470,1,DT,8,a,a
471,7,NN,8,baptist,baptist
472,1,.,8,.,.
473,2,PRP,9,it,it
474,3,VBD,9,wa,was
475,8,NN,9,virginia,virginia
476,2,POS,9,'s,'s
477,10,NN,9,harass,harassment
478,2,IN,9,of,of
479,7,NN,9,baptist,baptist
480,9,NNS,9,preacher,preachers
481,1,",",9,",",","
482,3,IN,9,for,for
483,7,NN,9,exampl,example
484,1,",",9,",",","
485,4,IN,9,that,that
486,3,VBN,9,led,led
487,2,TO,9,to,to
488,9,NN,9,jefferson,jefferson
489,2,POS,9,'s,'s
490,7,NN,9,statut,statute
491,2,IN,9,of,of
492,9,JJ,9,religi,religious
493,7,NN,9,freedom,freedom
494,1,.,9,.,.
495,5,NN,10,today,today
496,1,",",10,",",","
497,1,NN,10,i,i
498,3,MD,10,may,may
499,2,VB,10,be,be
500,3,DT,10,the,the
501,6,NN,10,victim,victim
502,1,",",10,",",","
503,3,CC,10,but,but
504,8,NN,10,tomorrow,tomorrow
505,2,PRP,10,it,it
506,3,MD,10,may,may
507,2,VB,10,be,be
508,3,PRP,10,you,you
509,2,:,10,--,--
510,5,IN,10,until,until
511,3,DT,10,the,the
512,5,JJ,10,whole,whole
513,6,NN,10,fabric,fabric
514,2,IN,10,of,of
515,3,PRP$,10,our,our
516,10,JJ,10,harmoni,harmonious
517,7,NN,10,societi,society
518,2,VBZ,10,is,is
519,6,NN,10,rip,ripped
520,5,RB,10,apart,apart
521,2,IN,10,at,at
522,1,DT,10,a,a
523,4,NN,10,time,time
524,2,IN,10,of,of
525,5,JJ,10,great,great
526,8,JJ,10,nation,national
527,5,NN,10,peril,peril
528,1,.,10,.,.
529,7,RB,11,final,finally
530,1,",",11,",",","
531,1,NN,11,i,i
532,7,VB,11,believ,believe
533,2,IN,11,in,in
534,2,DT,11,an,an
535,7,NN,11,america,america
536,5,WRB,11,where,where
537,9,JJ,11,religi,religious
538,11,NN,11,intoler,intolerance
539,4,MD,11,will,will
540,7,NN,11,someday,someday
541,3,NN,11,end,end
542,1,",",11,",",","
543,5,WRB,11,where,where
544,3,DT,11,all,all
545,3,NNS,11,men,men
546,3,CC,11,and,and
547,3,DT,11,all,all
548,8,NNS,11,church,churches
549,3,VBP,11,are,are
550,7,VBN,11,treat,treated
551,2,IN,11,as,as
552,6,NNS,11,equal,equals
553,1,",",11,",",","
554,5,WRB,11,where,where
555,5,DT,11,everi,every
556,3,NN,11,man,man
557,3,VBZ,11,ha,has
558,3,DT,11,the,the
559,4,JJ,11,same,same
560,5,NN,11,right,right
561,2,TO,11,to,to
562,6,NN,11,attend,attend
563,2,CC,11,or,or
564,3,RB,11,not,not
565,2,TO,11,to,to
566,6,NN,11,attend,attend
567,3,DT,11,the,the
568,6,NN,11,church,church
569,2,IN,11,of,of
570,3,PRP$,11,hi,his
571,6,NN,11,choic,choice
572,1,",",11,",",","
573,5,WRB,11,where,where
574,5,RB,11,there,there
575,2,VBZ,11,is,is
576,2,DT,11,no,no
577,8,NN,11,cathol,catholic
578,4,NN,11,vote,vote
579,1,",",11,",",","
580,2,DT,11,no,no
581,13,JJ,11,anti-cathol,anti-catholic
582,4,NN,11,vote,vote
583,1,",",11,",",","
584,2,DT,11,no,no
585,4,NN,11,bloc,bloc
586,6,NN,11,vote,voting
587,2,IN,11,of,of
588,3,DT,11,ani,any
589,4,NN,11,kind,kind
590,1,",",11,",",","
591,3,CC,11,and,and
592,5,WRB,11,where,where
593,9,NNS,11,cathol,catholics
594,1,",",11,",",","
595,11,NNS,11,protest,protestants
596,1,",",11,",",","
597,3,CC,11,and,and
598,4,NNS,11,jew,jews
599,1,",",11,",",","
600,2,IN,11,at,at
601,4,DT,11,both,both
602,3,DT,11,the,the
603,3,NN,11,lay,lay
604,3,CC,11,and,and
605,3,DT,11,the,the
606,8,JJ,11,pastor,pastoral
607,6,NNS,11,level,levels
608,1,",",11,",",","
609,4,MD,11,will,will
610,7,NN,11,refrain,refrain
611,4,IN,11,from,from
612,5,DT,11,those,those
613,9,NNS,11,attitud,attitudes
614,2,IN,11,of,of
615,7,NN,11,disdain,disdain
616,3,CC,11,and,and
617,8,NN,11,divis,division
618,5,WDT,11,which,which
619,4,VB,11,have,have
620,2,RB,11,so,so
621,5,RB,11,often,often
622,6,VBN,11,mar,marred
623,5,PRP$,11,their,their
624,5,NNS,11,work,works
625,2,IN,11,in,in
626,3,DT,11,the,the
627,4,NN,11,past,past
628,1,",",11,",",","
629,3,CC,11,and,and
630,7,NN,11,promot,promote
631,7,RB,11,instead,instead
632,3,DT,11,the,the
633,8,JJ,11,american,american
634,5,NN,11,ideal,ideal
635,2,IN,11,of,of
636,11,NN,11,brotherhood,brotherhood
637,1,.,11,.,.
638,4,IN,12,that,that
639,2,VBZ,12,is,is
640,3,DT,12,the,the
641,4,NN,12,kind,kind
642,2,IN,12,of,of
643,7,NN,12,america,america
644,2,IN,12,in,in
645,5,WDT,12,which,which
646,1,NN,12,i,i
647,7,VB,12,believ,believe
648,1,.,12,.,.
649,3,CC,13,and,and
650,2,PRP,13,it,it
651,10,VBZ,13,repres,represents
652,3,DT,13,the,the
653,4,NN,13,kind,kind
654,2,IN,13,of,of
655,10,NN,13,presid,presidency
656,2,IN,13,in,in
657,5,WDT,13,which,which
658,1,NN,13,i,i
659,7,VB,13,believ,believe
660,1,",",13,",",","
661,1,DT,13,a,a
662,5,JJ,13,great,great
663,6,NN,13,offic,office
664,4,IN,13,that,that
665,4,MD,13,must,must
666,2,VB,13,be,be
667,7,DT,13,neither,neither
668,7,VBN,13,humbl,humbled
669,2,IN,13,by,by
670,6,VBG,13,make,making
671,2,PRP,13,it,it
672,3,DT,13,the,the
673,10,NN,13,instrument,instrument
674,2,IN,13,of,of
675,3,DT,13,ani,any
676,9,JJ,13,religi,religious
677,5,NN,13,group,group
678,3,CC,13,nor,nor
679,9,NNS,13,tarnish,tarnished
680,2,IN,13,by,by
681,11,RB,13,arbitrarili,arbitrarily
682,11,NN,13,withhold,withholding
683,2,PRP,13,it,it
684,2,:,13,--,--
685,3,PRP$,13,it,its
686,9,NN,13,occup,occupancy
687,4,IN,13,from,from
688,3,DT,13,the,the
689,7,NNS,13,member,members
690,2,IN,13,of,of
691,3,DT,13,ani,any
692,3,CD,13,one,one
693,9,JJ,13,religi,religious
694,5,NN,13,group,group
695,1,.,13,.,.
696,1,NN,14,i,i
697,7,VB,14,believ,believe
698,2,IN,14,in,in
699,1,DT,14,a,a
700,9,NN,14,presid,president
701,5,WP$,14,whose,whose
702,5,NNS,14,view,views
703,2,IN,14,on,on
704,8,NN,14,religion,religion
705,3,VBP,14,are,are
706,3,PRP$,14,hi,his
707,3,JJ,14,own,own
708,7,JJ,14,privat,private
709,6,NN,14,affair,affair
710,1,",",14,",",","
711,7,DT,14,neither,neither
712,7,VBN,14,impos,imposed
713,4,IN,14,upon,upon
714,3,PRP,14,him,him
715,2,IN,14,by,by
716,3,DT,14,the,the
717,6,NN,14,nation,nation
718,1,",",14,",",","
719,3,CC,14,nor,nor
720,7,VBN,14,impos,imposed
721,2,IN,14,by,by
722,3,DT,14,the,the
723,6,NN,14,nation,nation
724,4,IN,14,upon,upon
725,3,PRP,14,him,him
726,1,NN,14,i,i
727,5,MD,14,would,would
728,3,RB,14,not,not
729,4,NN,14,look,look
730,4,IN,14,with,with
731,5,NN,14,favor,favor
732,4,IN,14,upon,upon
733,1,DT,14,a,a
734,9,NN,14,presid,president
735,7,VBG,14,work,working
736,2,TO,14,to,to
737,7,NN,14,subvert,subvert
738,3,DT,14,the,the
739,5,RB,14,first,first
740,9,NN,14,amend,amendment
741,2,POS,14,'s,'s
742,10,NNS,14,guarante,guarantees
743,2,IN,14,of,of
744,9,JJ,14,religi,religious
745,7,NN,14,liberti,liberty
746,1,:,14,;,;
747,3,CC,14,nor,nor
748,5,MD,14,would,would
749,3,PRP$,14,our,our
750,6,NN,14,system,system
751,2,IN,14,of,of
752,6,NNS,14,check,checks
753,3,CC,14,and,and
754,8,NNS,14,balanc,balances
755,6,NN,14,permit,permit
756,3,PRP,14,him,him
757,2,TO,14,to,to
758,2,VB,14,do,do
759,2,RB,14,so,so
760,1,.,14,.,.
761,3,CC,15,and,and
762,7,DT,15,neither,neither
763,2,VB,15,do,do
764,1,NN,15,i,i
765,4,NN,15,look,look
766,4,IN,15,with,with
767,5,NN,15,favor,favor
768,4,IN,15,upon,upon
769,5,DT,15,those,those
770,3,WP,15,who,who
771,5,MD,15,would,would
772,4,NN,15,work,work
773,2,TO,15,to,to
774,7,NN,15,subvert,subvert
775,7,NN,15,articl,article
776,2,NN,15,vi,vi
777,2,IN,15,of,of
778,3,DT,15,the,the
779,12,NN,15,constitut,constitution
780,2,IN,15,by,by
781,9,VBG,15,requir,requiring
782,1,DT,15,a,a
783,9,JJ,15,religi,religious
784,4,NN,15,test,test
785,1,",",15,",",","
786,4,RB,15,even,even
787,2,IN,15,by,by
788,11,NN,15,indirect,indirection
789,1,.,15,.,.
790,3,IN,16,for,for
791,2,IN,16,if,if
792,4,PRP,16,they,they
793,8,NN,16,disagre,disagree
794,4,IN,16,with,with
795,4,IN,16,that,that
796,9,NN,16,safeguard,safeguard
797,1,",",16,",",","
798,4,PRP,16,they,they
799,6,MD,16,should,should
800,2,VB,16,be,be
801,6,RB,16,openli,openly
802,7,VBG,16,work,working
803,2,TO,16,to,to
804,6,NN,16,repeal,repeal
805,2,PRP,16,it,it
806,1,.,16,.,.
807,1,NN,17,i,i
808,4,NN,17,want,want
809,1,DT,17,a,a
810,5,NN,17,chief,chief
811,9,NN,17,execut,executive
812,5,WP$,17,whose,whose
813,6,NN,17,public,public
814,4,NNS,17,act,acts
815,3,VBP,17,are,are
816,11,JJ,17,respons,responsible
817,2,TO,17,to,to
818,3,DT,17,all,all
819,3,CC,17,and,and
820,9,VBN,17,oblig,obligated
821,2,TO,17,to,to
822,4,NN,17,none,none
823,1,",",17,",",","
824,3,WP,17,who,who
825,3,MD,17,can,can
826,6,NN,17,attend,attend
827,3,DT,17,ani,any
828,8,NN,17,ceremoni,ceremony
829,1,",",17,",",","
830,7,NN,17,servic,service
831,1,",",17,",",","
832,2,CC,17,or,or
833,6,NN,17,dinner,dinner
834,3,PRP$,17,hi,his
835,6,NN,17,offic,office
836,3,MD,17,may,may
837,13,RB,17,appropri,appropriately
838,7,NN,17,requir,require
839,2,IN,17,of,of
840,3,PRP,17,him,him
841,2,TO,17,to,to
842,7,NN,17,fulfil,fulfill
843,1,:,17,;,;
844,3,CC,17,and,and
845,5,WP$,17,whose,whose
846,11,NN,17,fulfil,fulfillment
847,2,IN,17,of,of
848,3,PRP$,17,hi,his
849,12,JJ,17,presidenti,presidential
850,6,NN,17,offic,office
851,2,VBZ,17,is,is
852,3,RB,17,not,not
853,7,JJ,17,limit,limited
854,2,CC,17,or,or
855,11,VBN,17,condit,conditioned
856,2,IN,17,by,by
857,3,DT,17,ani,any
858,9,JJ,17,religi,religious
859,4,NN,17,oath,oath
860,1,",",17,",",","
861,6,JJ,17,ritual,ritual
862,1,",",17,",",","
863,2,CC,17,or,or
864,10,NN,17,oblig,obligation
865,1,.,17,.,.
866,4,DT,18,thi,this
867,2,VBZ,18,is,is
868,3,DT,18,the,the
869,4,NN,18,kind,kind
870,2,IN,18,of,of
871,7,NN,18,america,america
872,1,NN,18,i,i
873,7,VB,18,believ,believe
874,2,IN,18,in,in
875,2,:,18,--,--
876,3,CC,18,and,and
877,4,DT,18,thi,this
878,2,VBZ,18,is,is
879,3,DT,18,the,the
880,4,NN,18,kind,kind
881,2,IN,18,of,of
882,7,NN,18,america,america
883,1,NN,18,i,i
884,6,NN,18,fought,fought
885,3,IN,18,for,for
886,2,IN,18,in,in
887,3,DT,18,the,the
888,5,NN,18,south,south
889,7,NN,18,pacif,pacific
890,1,",",18,",",","
891,3,CC,18,and,and
892,3,DT,18,the,the
893,4,NN,18,kind,kind
894,2,PRP$,18,my,my
895,7,NN,18,brother,brother
896,4,VBD,18,die,died
897,3,IN,18,for,for
898,2,IN,18,in,in
899,6,NN,18,europ,europe
900,1,.,18,.,.
901,2,DT,19,no,no
902,3,CD,19,one,one
903,9,VBN,19,suggest,suggested
904,4,RB,19,then,then
905,4,IN,19,that,that
906,2,PRP,19,we,we
907,5,MD,19,might,might
908,4,VB,19,have,have
909,1,DT,19,a,a
910,7,VBN,19,divid,divided
911,7,NN,19,loyalti,loyalty
912,1,",",19,",",","
913,4,IN,19,that,that
914,2,PRP,19,we,we
915,3,VBD,19,did,did
916,3,RB,19,not,not
917,7,VB,19,believ,believe
918,2,IN,19,in,in
919,7,NN,19,liberti,liberty
920,1,",",19,",",","
921,2,CC,19,or,or
922,4,IN,19,that,that
923,2,PRP,19,we,we
924,8,VBN,19,belong,belonged
925,2,TO,19,to,to
926,1,DT,19,a,a
927,8,NN,19,disloy,disloyal
928,5,NN,19,group,group
929,4,IN,19,that,that
930,10,VBN,19,threaten,threatened
931,2,:,19,--,--
932,1,NN,19,i,i
933,5,NN,19,quot,quote
934,2,:,19,--,--
935,2,``,19,``,``
936,3,DT,19,the,the
937,8,NNS,19,freedom,freedoms
938,3,IN,19,for,for
939,5,WDT,19,which,which
940,3,PRP$,19,our,our
941,11,NNS,19,forefath,forefathers
942,4,VBD,19,die,died
943,1,.,19,.,.
944,2,'',19,'',''
945,3,CC,20,and,and
946,2,IN,20,in,in
947,4,NN,20,fact,fact
948,4,DT,20,thi,this
949,2,VBZ,20,is,is
950,3,DT,20,the,the
951,4,NN,20,kind,kind
952,2,IN,20,of,of
953,7,NN,20,america,america
954,3,IN,20,for,for
955,5,WDT,20,which,which
956,3,PRP$,20,our,our
957,11,NNS,20,forefath,forefathers
958,3,VBD,20,did,did
959,3,NN,20,die,die
960,4,WRB,20,when,when
961,4,PRP,20,they,they
962,4,VBN,20,fled,fled
963,4,RB,20,here,here
964,2,TO,20,to,to
965,6,NN,20,escap,escape
966,9,JJ,20,religi,religious
967,4,NN,20,test,test
968,5,NNS,20,oath,oaths
969,4,IN,20,that,that
970,6,VBD,20,deni,denied
971,6,NN,20,offic,office
972,2,TO,20,to,to
973,7,NNS,20,member,members
974,2,IN,20,of,of
975,4,RBR,20,less,less
976,7,VBN,20,favor,favored
977,8,NNS,20,church,churches
978,2,:,20,--,--
979,4,WRB,20,when,when
980,4,PRP,20,they,they
981,6,NN,20,fought,fought
982,3,IN,20,for,for
983,3,DT,20,the,the
984,12,NN,20,constitut,constitution
985,1,",",20,",",","
986,3,DT,20,the,the
987,4,NN,20,bill,bill
988,2,IN,20,of,of
989,6,NNS,20,right,rights
